slug,id,sofascore_id
richard-vanek,163349,137308
tomas-weber,383034,800464
martin-foltyn,234410,848204
christian-steinhubel,264769,
matyas-bunes,672285,1104518
bronislav-stana,279663,347468
filip-hlupik,141113,101845
tomas-omasta,596011,942759
jan-javurek,235170,162175
lukas-cienciala,560104,933626
erik-puchel,272400,330711
leonid-akulinin,272774,331247
tomas-zlatohlavek,424237,929901
christian-attah-junior,698250,
denis-nieslanik,591925,985374
frantisek-chmiel,334801,811164
pavel-halouska,383028,800474
lukas-manak,698506,1063089
petr-nesetril,713861,1123187
dominik-sustr,470417,829688
matej-helebrand,401250,841198
radek-buchta,188219,73028
tarek-aggoun,836804,
jiri-huska,93232,108874
tomas-vincour,486620,996946
marian-strbak,226177,75254
david-klusak,383035,800473
dejan-koraksic,453858,
martin-sedlo,514794,1106407
pavol-ilko,221297,579228
ondrej-sukup,157585,122875
adrian-kopicar,243216,798991
lukas-lahodny,558465,1049757
marek-mach,427827,990030
tomas-feik,622574,
tomas-vasiljev,500711,891437
tomas-machalek,333382,136561
robert-bartolomeu,217516,151790
daniel-prerovsky,168863,139541
kablan-davy-ngoma,469049,
filip-zak,465827,849801
martin-holek,180549,978415
tomas-kepl,396234,954313
haris-harba,179893,166429
stefan-holis,451767,867423
radoslav-novak,488095,875459
jiri-tulajdan,540405,
stepan-alexa,895614,
ludek-vejmola,265892,152974
michal-lancman,668338,
lumir-ciz,615340,987530
adam-jagrik,668295,1083227
adrian-dolezal,668298,
robert-stefanek,476327,
vaclav-havlin,668296,1090962
filip-vedral,549042,909623
tomas-vlcek,534568,907174
karel-pojezny,702317,999632
daniel-horak,488872,876948
sam-zelazny,855221,
vojtech-kristal,654309,1022846
tomas-svoboda,668293,997388
chok-dau,723939,1029155
lukas-cerv,611049,952114
matus-lacko,180559,125602
sebastian-chocholaty,591923,1106207
jaroslav-perina,539192,936539
fares-shudeiwa,668335,1029154
luis-arroyo,667906,1517846
miroslav-turecek,624309,
adam-ritter,629778,963741
lukas-fila,897297,1123333
jakub-selnar,572241,966668
radek-krivanek,619897,
radek-matulka,615119,1063276
stanislav-klobasa,243568,151828
justin-araujo-wilson,806684,1063277
jan-ruzicka,668336,
vlastimil-vesely,137629,94084
jan-vitek,612649,989475
jan-mrazek,572791,1111583
matej-rychetsky,623815,
marek-malecky,818677,
peter-senk,271437,331233
ondrej-sevcik,198611,827056
erik-otrisal,186385,325101
michal-jerabek,558467,989476
adam-tkadlec,509138,
milan-lutonsky,166317,151803
david-pasek,90496,
michal-bednar,483985,990099
vaclav-minarik,559717,989474
patrik-demeter,366706,795797
filip-chladek,790886,
jakub-kucera,343559,823976
david-krska,465824,811147
lamine-fall,133346,151800
jan-steigl,464956,845245
martin-rolinek,660226,989479
marek-matocha,558464,1023068
jaroslav-malek,261917,161933
guy-reteno-elekana,547174,989327
jan-silny,515842,903157
marek-szotkowski,221286,1032541
martin-zikl,339084,826048
olivier-vliegen,400849,901893
josef-rehak,257390,360086
stepan-matousek,820745,
stanislav-tichy,827981,
david-broukal,527433,928448
jakub-stochl,70718,45736
vaclav-svoboda,160532,1029156
matej-svata,698569,1000001
petr-breda,331569,239520
filip-blecha,343172,800404
nedzad-zinhasovic,668756,997001
daniel-kozel,470420,852052
petr-prucha,265054,
ladislav-janda,143952,72139
michal-vrana,655365,1017126
ondrej-ruml,289468,352720
lucas-dias,536061,1030243
marvis-ogiomade,708282,1120061
martin-sklenicka,663346,1029158
filip-firbacher,486747,907170
marek-cervenka,199141,137602
joel-sogbo,704858,1050648
simon-pechacek,396220,865435
matej-slavik,381481,799086
adam-zadrazil,517126,1029020
matej-brabec,754143,1029023
michal-macha,269166,973710
filip-rydval,698561,1131771
jaroslav-vetrovsky,698562,1029157
vaclav-penc,464267,1049760
jakub-navratil,21086,12048
simon-havrda,613237,911582
petr-plachy,293363,825730
matej-dybala,412640,825981
marek-icha,754142,1029024
stephano-almeida,606726,978475
martin-kucera,95797,262093
kristaps-liepa,278905,857972
modou-ndiaye,819936,1645114
jiri-boula,464273,936537
patrik-schramhauser,570140,930430
martin-janosik,299668,356060
matej-majka,424239,862089
emmanuel-tolno,698559,1029017
luis-gil,131177,149301
leos-vozihnoj,522997,891255
jakub-kubovsky,809668,1115717
zbynek-musiol,178517,100415
adam-provaznik,469273,965271
david-capek,430055,836195
ruben-moller-nielsen,856605,1484979
dominik-rimanek,822175,
miloslav-breda,181605,829675
filip-mucha,236175,812645
michal-barta,70126,68364
vojtech-pitron,870545,
marek-hradecny,895658,
roman-bala,293343,1029090
daniel-bialek,464925,846112
martin-sus,138791,101872
dominik-stranak,465014,
ales-schuster,21114,
david-jurasek,500054,1030711
michal-striz,464985,891345
lubomir-machynek,464951,845248
michal-zapletal,466587,
michael-seckar,464954,
simon-smehyl,250823,134905
solomon-omale,803375,1049762
radek-smekal,509266,948315
stepan-langer,622257,976407
jiri-spacil,622212,942690
adam-dittmer,693096,
jakub-matousek,572798,
jakub-kopriva,390508,825131
david-pichal,396236,
jakub-rolinc,159798,152580
marian-tvrdon,316202,772347
david-nemec,533097,1049385
viktor-stoklasa,892284,1120390
david-panocha,897291,
vojtech-brak,286833,943402
bohumil-hudec,538872,940443
lukas-glockner,612643,1030205
matyas-pisacka,260058,989724
marek-strada,189639,151715
patrik-skoda,721581,1031324
ondrej-cerny,897292,
jiri-miskovic,384827,239528
jakub-emmer,725008,1031634
jonas-jiranek,604712,1100828
martin-jirkovsky,688262,990334
adam-cerny,701826,1032164
michal-bilek,308628,1421038
vaclav-prosek,185405,137599
karel-jaks,708316,1049384
daniel-chodora,599118,1030250
matthew-cantin,832817,1089017
adam-cicovsky,604739,1030251
vasil-kusej,396235,876947
vojtech-silhan,424241,867561
david-faleye,894526,1121530
matej-koubek,635888,975749
simon-gollnack,604738,1012234
kenneth-ikugar,876273,
lukas-mrazek,475599,941030
simon-zima,596012,941047
daniel-gregovsky,630584,
jiri-janda,819223,1068793
matej-javurek,790890,
ondrej-vencl,235217,151756
ahmed-fofana,780152,1029150
petr-drahos,475593,
abdulrasheed-musa,882331,1123335
jaroslav-hlavsa,381623,825016
lukas-mastik,475598,
vojtech-reznicek,475984,
dominik-hasek,469271,889950
denis-kristof,494846,
david-kopecky,728730,
jan-havlena,293354,825742
miroslav-verner,181628,579674
ladislav-muzik,467501,856614
ondrej-kesner,475832,941040
tomas-dostalek,141230,128042
pavel-sokol,493983,876031
david-breda,250508,826939
roman-cap,599664,954724
jan-nikodem,293362,868942
petr-julis,584287,1112740
david-latal,812010,1065521
petr-rybicka,448307,844841
kang-hyun-yu,420641,832404
adam-richter,469277,872362
martin-vanak,533877,1001617
tomas-hladik,885469,1100369
karel-hasil,432949,941580
kristian-zbrozek,217866,223770
ondrej-lehoczki,647924,975590
marek-richter,293365,901211
matej-kubista,453382,844839
petr-heppner,568273,927179
ondrej-blaha,260493,814283
lukas-novak,500008,907257
adam-ondracek,384767,798844
min-sung-kim,645749,1063272
pavlo-rudnytskyy,82156,58818
daniel-novak,554967,978414
ondrej-kocourek,470438,891263
dominik-breda,318092,825734
matej-simon,688261,989480
dennis-pajkrt,561231,1034065
patrik-schon,368360,979027
jan-kubr,783326,1030763
filip-ulrich,655304,1124285
viktor-pancev,707332,
jakub-tuma,707331,1130790
david-krajinsky,578666,1171355
patrik-vydra,655300,1123855
timotej-ziman,654926,
martin-suchomel,707327,1130793
petr-hodous,584275,1146064
jan-kaufman,584281,1146029
david-klimenda,707333,1144388
lukas-vana,707345,1146025
adam-borkovec,707328,
lubos-dukay,721833,
filip-gedeon,552058,963804
vojtech-lukavsky,671029,1186215
daniel-kastanek,707344,1146037
viktor-freisinger,661873,1146062
david-holoubek,707330,1143319
enes-osmani,671549,1146035
daniel-zizala,665536,1130788
ondrej-sprinz,707348,1146065
lukas-mach,727560,1186214
jiri-tesar,838478,1146027
vaclav-sejk,629777,983068
tomas-schanelec,707329,1130797
jan-sirotnik,565471,996945
christian-fulop,723491,1133042
adam-dvorak,825958,1133090
filip-slavata,826884,1133109
tomas-kolodziej,820607,1393068
sebastian-novak,820614,1133092
adam-konig,820608,1649408
milan-simonik,652056,1489224
pavel-behensky,825959,1133100
krystof-obadal,820609,1142901
javier-neruda,728665,1489172
stepan-stary,552067,963803
matyas-hruby,820615,1133094
jaroslav-brejcha,820610,1489204
tomas-hajek,629779,963796
adam-kokes,584282,1144374
lukas-hronik,629780,966010
filip-simecek,820612,1392758
jakub-vorel,820613,1133095
martin-subert,728615,1393056
jonas-kneifel,669013,998874
filip-horsky,820611,1144394
adam-spelda,728658,
matyas-pelan,732295,
matej-hron,747512,
petr-smarda,816885,
kevin-vojtisek,655298,
petr-bulicek,721809,
krystof-konecny,728728,
david-mazuch,728731,
benjamin-vit,747513,
jiri-vasina,816886,
daniel-pokorny,831126,
daniel-bily,835521,
ondrej-sedivy,728652,
miroslav-kozel,728685,
jakub-kokorsky,728726,
ivo-kostrunek,750174,
radek-adamec,816055,
timothy-manuel,826343,
simon-vantuch,826345,1436363
filip-kocurek,835522,
david-pavlik,835523,
ota-kohoutek,597427,1157642
oldrich-pragr,816884,1157643
tomas-kouril,584280,
janis-stambolidis,826346,
jan-hegar,723503,
alexandr-nemcek,728662,
ardian-bega,823927,
michal-hanel,723499,
sebastian-laton,728700,1214226
lukas-chudy,728710,
petr-hrdlicka,748146,
roderik-kutty,823925,
robin-hendrych,826271,1609699
josef-bystrican,833293,
michal-jaroszek,823921,1637883
frantisek-zidek,728596,1429516
matyas-schwarz,728642,
matej-silber,728643,
martin-vasek,748145,
lukas-manderla,823922,
stepan-stribny,823923,
marek-dujsik,823924,
matej-kromer,823926,
daniel-nemec,826230,
timotej-dodek,829686,
jan-bartak,833252,
tomas-kirschner,552060,
petr-latka,728699,
vitezslav-knapp,728719,
filip-nalezinek,655296,1175339
david-vyhnanek,666642,
matej-simunek,820050,1438673
tomas-kirchner,817495,
tomas-hrncir,817498,
vaclav-slavik,823358,
michal-svoboda,833341,
petr-benes,833494,
pavel-skrivanek,833496,
matyas-hanc,817493,1202107
ondrej-hajnik,817500,1175343
tomas-koukola,728732,1396012
jakub-svatos,817501,1149255
michal-cermak,721827,
stepan-machu,724029,
jakub-stichauer,728613,1175346
vojtech-rezac,728682,
jakub-nemec,747510,
jan-dostal,754814,
jan-pejcha,817496,
stepan-milacek,817499,
tomas-brezina,817503,
stepan-dostal,820746,1520652
cenek-pithart,820988,
martin-nguyen,823340,
stepan-misek,740585,1195775
max-jarkovsky,817494,1175341
ondrej-vitek,666643,1175348
simon-klimek,724913,
jan-vilim,728630,
jakub-brychnac,817497,
daniel-pandula,817502,
pavel-karmazin,747516,
krystof-lichtenberg,728703,1387844
adam-tichy,666605,
jan-pechanec,728669,
matej-prajs,728677,
filip-chladek,728709,
kyrylo-shkyrya,747515,
jiri-slabyhoud,728834,
jiri-velicka,728628,
tomas-kral,832940,1803434
martin-rulc,561173,
matyas-conk,666622,1387843
matthias-leitl,568331,1183585
matej-novotny,728666,
matej-vlk,666604,1492155
michal-snizek,666606,1549194
denis-kaulfus,724030,1171418
ales-kohout,728725,
martin-tykva,827909,
lukas-plucha,728674,
michal-pazout,728668,
jan-vostrel,728587,1649413
patrik-dohalsky,584318,1649411
lukas-nykodym,666611,
petr-hradec,825313,1649415
jakub-vlcek,832939,1649409
viktor-kadlec,728713,
jiri-strnad,827133,
marek-kral,728687,
marek-cabelka,721828,
tomas-burianek,721810,
tomas-kalina,728716,1520657
filip-zawada,728594,
david-hatle,719249,963551
vojtech-baloun,747517,
tadeas-bonis,750175,1438672
marek-kadrmas,728714,1438678
martin-hlavac,665570,1438665
daniel-kutik,724024,1123827
josef-jonas,747518,
adam-velinsky,821374,
tomas-kozel,821373,
adam-kedron,821375,
filip-brezak,719248,1438674
adam-novotny,728707,
jonas-jelinek,825310,
lukas-hajek,580121,1393127
matej-hodac,655302,
david-jurcenko,671522,1175819
vratislav-hak,580156,
matej-sipek,665564,1440620
ondrej-kalhous,728715,
jan-smerda,820051,
tadeas-novak,750170,
vaclav-valin,728625,1649414
tomas-holcman,750171,
matej-chalupnik,825409,
samuel-kordiak,820053,
pavel-kunta,820056,
antonin-chlum,747489,1719409
max-garagic,723494,
daniel-barta,816057,
vaclav-borovicka,820054,
michal-penc,825410,
martin-kalhous,831493,
jakub-gregus,723497,
ali-asad,816056,
vojtech-veleba,728627,
federico-kudrik,801412,
ondrej-macek,728704,
jakub-janovsky,728739,
adam-pivonka,820057,
jindrich-novotny,705475,
matej-nemec,728663,945984
jakub-tomka,728620,
jakub-stepnicka,820059,
diego-kudrik,827962,
jakub-somberg,580144,
stepan-bachurek,719356,1440624
erik-slezak,728645,
daniel-sovak,748171,
marek-linda,826094,
adam-bednarik,826348,
adam-tejnsky,826349,
patrik-kulisek,667137,1123854
filip-jura,721816,1436339
petr-honig,838207,
daniel-mach,728705,
simon-polasek,832898,1436348
tomas-chrudina,668326,
adam-ciz,707151,1392742
alex-lobb,721813,1482518
radim-jadrnicek,721815,
martin-marek,728659,
daniel-kreisl,728690,
vlastimil-malinak,744413,
jakub-novak,748172,
tomas-fojtu,748201,
radim-poboril,821369,1472918
marek-svach,821371,1436350
radek-ovesny,821372,1830896
dalyn-cervinka,826096,
filip-lehky,580117,1490780
libor-bobcik,668332,1126988
daniel-valenta,679139,
jiri-kvasnicka,821370,
radim-hamalcik,826095,1436349
tomas-fuksa,839513,
jiri-vlcek,724207,1402967
david-tichota,826097,
viktor-sulc,730269,
martin-simek,552053,983069
jan-macak,826101,1402961
marek-stula,827129,1520491
adam-petrzilka,728673,
matyas-ferko,827130,1520484
lukas-vostarek,580148,1520645
matej-soul,728656,1520614
patrik-vacek,826102,1417441
ondrej-oravec,827128,1427998
tomas-vach,671523,
frantisek-holik,826100,1387496
lukas-kamensky,826104,
simon-planeta,829685,
ondrej-novicky,580122,
jan-kolerus,728727,1549201
jan-kulhavy,723624,1144395
alexandr-sojka,826103,1403491
jan-zajicek,728592,1424245
robert-aubrecht,719355,1403494
adam-kronus,623768,1138818
ladislav-janca,827131,
adam-stauber,827888,
filip-renza,669018,1520498
milan-kruta,728693,
tomas-jedlicka,826098,1123862
filip-prokop,826099,1520416
david-vitasek,821580,
jan-vajda,832897,
richard-bily,750179,1610157
jakub-coufal,824029,1440794
miroslav-sklenar,622238,1549193
filip-vitek,750180,
jiri-judas,824033,
vilem-waclawik,824031,
tomas-cerny,750188,
filip-slavicek,724169,1138819
matej-vymetalik,724168,1395937
david-kolacek,584288,
erik-raclavsky,824030,
jakub-fabianek,584274,1394112
filip-nizky,655299,
matej-mikulenka,751681,1394226
pavel-vybiral,561238,
petr-novacek,552063,963805
david-kasparek,829749,
lukas-galus,723493,1488446
jakub-vyhlidal,824032,
tomas-lerch,829981,
martin-cervenec,668531,1423596
oliver-polansky,671541,
vaclav-lestina,728702,
jaroslav-kmec,815977,
vojtech-bartizal,829982,
roman-kolar,817175,
jan-cesak,668576,1520531
jakub-hudecek,723555,
jan-brabec,748182,1172123
vaclav-bizek,719414,
dominik-masek,817174,
jan-schonbauer,728640,
lukas-perina,728670,
dominik-hendrych,832979,1520533
david-pravda,668565,1029019
stepan-pineau,668566,1171336
tadeas-becvar,668577,
robin-polansky,728676,1521930
david-krch,728691,1172124
libor-bastl,584317,1486035
ondrej-bicenc,719358,
martin-prasek,728634,1566837
daniel-hais,723498,1172125
ondrej-matejka,728949,
tomas-boudnik,816876,
josef-vanek,824022,
dominik-dusek,665436,
jan-dolejs,721832,
pavel-krotil,728692,
dominik-bina,816830,
jan-hosek,816877,1520492
lukas-lisy,824023,1172204
denis-halinsky,816875,1126956
jakub-schindler,728683,
josef-cizek,721829,
jan-dvorak,721835,1520494
jakub-hrudka,723553,
matyas-vacek,747509,
matej-habart,829493,
dominik-vott,728589,1393212
martin-walter,707349,
dominik-triska,834731,1520350
lukas-machacek,829979,
daniel-frydrych,723529,
david-velich,728629,
adam-bartos,830624,
jonas-kravacek,833564,
martin-kabelka,728712,
simon-gabris,547323,1390444
maxim-stropsa,821571,1123845
ondrej-porc,580119,
vojtech-bartos,552071,1495033
ales-koci,552072,1502257
robert-knotek,728723,
filip-janecka,826228,
stefan-bartosek,837768,
stepan-kozel,826227,
jakub-novotny,826229,1512934
tomas-chodura,821574,
dominik-velecky,580151,1134316
patrik-vytiska,827269,1512952
tomas-houdek,723551,
jan-ruzicka,821573,
vojtech-pak,728708,
martin-kudela,710410,1129471
filip-vecheta,652051,985307
martin-kostka,829980,
jan-susla,833565,
david-kratochvila,649567,1392700
filip-mandinec,821575,
david-slechta,821572,
jiri-lipcak,835536,
adam-fabisz,723527,1503108
jakub-drobek,668344,1160032
roman-fukala,655297,
jaroslav-rychtarik,728681,
lukas-dadak,668345,1426324
david-motycka,817170,1397511
daniel-packo,695313,
jan-kolenic,698481,
adam-blaton,719415,
jiri-hrusovsky,723554,
oliver-jurcak,728744,
pavel-rohal,835535,
tomas-klvacek,748195,
jan-silak,748196,
patrik-goj,723495,1609784
matej-brezina,817171,
juraj-teplan,728617,1137811
jakub-vrbka,668303,
viktor-zilinsky,817173,
simon-byrtus,666253,
marek-siedlok,818622,
matyas-molitorisz,710411,
timotej-kubica,728697,
jan-marcina,817172,
vit-baranek,715535,
ladislav-kovarik,748183,
michael-gergela,750190,1170903
martin-hruby,751727,1409346
jiri-prokel,827223,1426325
jan-nevrela,747442,1426326
lukas-kollek,747443,
jakub-tamajka,578667,
zdenek-riha,750147,1404678
filip-zouhar,722990,1170911
jaroslav-harustak,723500,1089877
david-stoklasek,728648,1170909
filip-sotornik,728647,
josef-knedla,728720,
ales-stuchlik,821566,
adam-rehwald,821567,
krystof-merta,821569,
dominik-holan,821570,1170905
michal-sekanina,827224,
lukas-levcik,827225,
sebastian-bohac,580154,1170904
samuel-sigut,747444,
michal-guzik,821565,1171381
dominik-konecny,728729,1426329
vojtech-wojatschke,552064,963799
matej-sin,724025,1170900
denis-holub,655301,1566839
timofej-barkov,665556,1047035
denis-faris-kubusek,821568,
bartosz-mrozek,345452,886909
tomasz-kedziora,181118,138595
pedro-rebocho,197860,190139
barry-douglas,91854,124360
joel-pereira,225165,809489
radoslaw-murawski,220969,227440
joao-amaral,352898,842284
kristoffer-velde,499859,877656
dawid-kownacki,208167,286103
roko-baturina,371008,876036
artur-sobiech,75640,45444
yuri-ribeiro,258032,357730
joel-abu-hanna,267330,788103
lindsay-rose,135490,113387
karol-noiszewski,605107,964645
igor-kharatin,213976,190457
jurgen-celhaka,622727,933882
mattias-johansson,132014,49864
ramil-mustafaev,815387,1144607
josue,72772,77726
bartlomiej-ciepiela,576569,998307
benjamin-verbic,188180,153230
rui-gomes,364403,993246
lirim-kastrati,531218,895245
mahir-emreli,255957,286071
vladan-kovacevic,429070,857997
jakub-madrzyk,910780,1141982
jordan-courtney-perkins,691325,991363
miguel-luis,357161,851279
szymon-czyz,407094,1005890
dominik-wydra,120199,138131
luka-gagnidze,724969,1006074
vladyslav-kochergin,248932,797325
pedro-vieira,624832,979224
fabio-sturgeon,194641,170005
ilya-shkurin,523315,1017144
alexandre-guedes,197613,299914
bartosz-klebaniuk,621424,1148113
kamil-grosicki,37920,33689
vahan-bichakhchyan,399348,842944
henrik-castegren,253159,833252
tomasz-neugebauer,799819,1108616
kacper-sezonienko,699585,1046316
ilkay-durmus,119549,169129
witan,630444,843147
marco-terrazzino,67869,40626
christian-clemens,44713,94726
bassekou-diabate,877538,1099247
pawel-sokol,433602,862948
mateusz-ziolkowski,991346,1202047
dani-pacheco,28285,99524
jean-jules,607377,946208
arsen-grosu,863099,1526501
ishmael-baidoo,522237,882805
lukas-podolski,15185,1367
higinio-marin,242882,
david-toshevski,542338,1021398
vamara-sanogo,374667,804146
jan-ciucka,813102,1185619
miguel-munoz,510963,914160
alexandros-katranis,324341,827449
tom-hateley,78648,78629
bartosz-luczak,1006682,1210901
jakub-niedbala,581899,1381818
tihomir-kostadinov,339510,802844
oskar-lesniak,1032923,1394178
damian-kadzior,199299,174059
alberto-toril,446519,850468
rauno-sappinen,199000,187391
kamil-wilczek,78590,46130
nikola-stojiljkovic,113504,92198
gabriel-kirejczyk,910764,1141981
jasmin-buric,28308,46136
jhon-chancellor,213614,249251
aleksandar-pantic,167093,123189
kacper-lepczynski,605804,1128804
bartlomiej-kludka,697437,1126978
aleksandar-scekic,144334,836566
ian-soler,386196,905440
ilya-zhigulev,443778,1157711
erik-daniel,251916,175279
mathias-hebo-rasmussen,311438,557066
robert-ozog,345444,941548
otar-kakabadze,214250,182023
yevgen-konoplyanka,58949,41309
filip-balaj,404951,803658
maksymilian-boruc,527248,1008031
jozef-burta,393891,971382
diogo-verdasca,225162,
daniel-leo-gretarsson,200747,
victor-garcia,281588,773651
jakub-iskra,498043,1046788
patrick-olsen,135217,135255
dennis-jastrzembski,358870,877841
caye-quintana,238471,255515
mikolaj-bieganski,516822,971455
pawel-kieszek,17592,17253
joseph-colley,303455,791934
sebastian-ring,262709,322001
aschraf-el-mahdioui,295764,
enis-fazlagic,404364,890603
michal-skvarka,104977,58051
luis-fernandez,230212,344991
georgiy-tsitaishvili,419067,
momo-cisse,768384,
elvis-manu,198070,143382
slawomir-abramowicz,805834,1152849
blazej-niezgoda,529598,926507
michal-pazdan,54512,35605
patryk-czerech,628059,1210675
milosz-skowronek,930192,1381821
michal-nalepa,333374,760480
bartosz-bayer,608933,1141976
andrzej-trubeha,385614,886753
diego-carioca,687881,989513
narek-grigoryan,545546,928639
eryk-matus,608928,1134700
jan-faberski,949480,1381819
marc-gual,376486,860683
goncalo-silva,194214,169729
simba-jonathan-bwanga,789900,1128430
luizao,518723,885854
tiago-matos,479644,958445
daniel-lukasik,67655,138209
thabo-cele,471286,881123
milosz-zurawski,1017307,1216089
jakub-snopczynski,960963,1163225
rhuan,371258,943165
dawid-olejarka,608656,1147999
luis-machado,195308,170539
franciszek-wroblewski,531390,
abraham-marcus,699632,1090543
maurides,227511,243693
piotr-zielinski,528347,1183540
anton-kryvotsiuk,358648,
adam-chrzanowski,320898,791434
dominik-furman,74687,187061
damian-warchol,335294,587222
jorginho,277111,352680
marko-kolar,205924,190443
tomasz-walczak,618410,1142002
aleksandr-pavlovets,249747,280871
albert-zerkowski,913684,1172639
niilo-maenpaa,322997,793810
mikolaj-stangel,925475,1161843
milan-corryn,338632,826173
frank-castaneda,562483,923112
jayson-papeau,665525,991336
kais-al-ani,384829,1191890
david-poreba,986794,1157631
konrad-guca,938756,1144142
eryk-galara,528400,971493
wiktor-klos,529538,1022390
kamil-duszkiewicz,600094,1141994
pavel-pavlyuchenko,344548,856554
nemanja-tekijaski,562284,
david-domgjoni,318844,890988
adam-hlousek,62800,18872
andriy-dombrovskyi,381273,810440
zvonimir-kozulj,194205,185009
daniel-pietraszkiewicz,588959,1031160
artem-polyarus,131444,155134
ernest-terpilowski,573345,957290
roland-varga,113018,75998
muris-mesanovic,70176,45768
veton-tusha,636752,1005916
tomasz-wozniak,540631,1100649
gerson,161438,147609
ruben-lobato,379220,966942
alex-serrano,190220,
lukasz-szramowski,555570,1021811
marcel-obroslak,1017309,1216055
jason-lokilo,325200,818036
michal-krol,461569,907506
mateusz-golba,797931,1216054
michal-szalachowski,1017308,1216147
roberto-corral,379714,914194
kyrylo-petrov,58427,69347
oskar-sewerzynski,605816,976080
dalibor-takac,403915,
kacper-bojanczyk,985983,1186186
janusz-nojszewski,908601,1129338
luka-zarandia,250073,287623
evgeniy-shikavka,228087,
artur-amrozinski,563273,1186153
henrich-ravas,325896,909930
vasyl-lytvynenko,379972,
mateusz-ludwikowski,703145,1159042
martin-kreuzriegler,120197,232320
abdul-aziz-tetteh,157003,141632
filip-zawadzki,849472,1154703
radoslaw-golebiowski,671584,1021231
mateusz-malec,910795,1131876
kristoffer-hansen,180215,230288
kacper-karasek,623745,1127782
fabio-nunes,138350,105790
bartosz-guzdek,697454,1108623
daniel-villanueva,284891,965035
mateusz-abramowicz,217529,790531
jon-aurtenetxe,89726,103043
michal-pojasek,450888,1134326
jens-martin-gammelby,265040,321605
carlos-julio-martinez,166658,900435
hamza-bahaid,707820,1127760
kacper-klimkiewicz,830012,1489025
maxime-dominguez,207561,282233
tomasz-mamis,634143,1108615
szymon-strozynski,797742,1139466
kacper-chmielewski,876392,1216225
michal-molenda,539583,952385
elhadji-pape-diaw,410238,
martin-dobrotka,74871,49683
gordan-bunoza,67999,64968
mateusz-mikulski,904005,1146012
michal-bednarski,585989,1020567
jakub-staniszewski,911472,1149238
piotr-zmorzynski,452499,921750
daniel-kaminski,521724,921476
nestor-gordillo,274766,603140
olaf-kobacki,407734,
michal-kolba,260259,316234
nacho-monsalve,281990,782296
mieszko-lorenc,401594,1019967
mateusz-kowalczyk,919469,1186221
damian-nowacki,384908,1155626
javi-moreno,413506,935588
stipe-juric,465593,885718
matvei-igonen,198981,
maciej-kowalski-haberek,199118,277279
mateusz-lipp,555053,1147353
costa-nhamoinesu,81160,72353
jeppe-simonsen,331975,578398
ezequiel-bonifacio,334224,583978
bartosz-bieronski,953452,1159040
yigit-emre-celtik,655894,1035954
michal-janota,45564,40942
dawid-polkowski,371954,798680
titas-milasius,422803,921293
kacper-welniak,393567,905047
dominik-kalinowski,492352,921754
lukasz-kedziora,385558,1132958
bernard-petrak,471453,982626
stanislav-greben,918377,
maksymilian-paszkowski,1001954,1202086
cezary-sauczek,385781,990259
kacper-stepien,608686,1160036
maksym-iwanowicz,911519,1137630
natan-malczuk,992960,1194337
albert-zarowny,1000682,1394460
wiktor-wawrzyniak,697741,1137631
toshiya-inoue,974458,1186174
eryk-pieczarka,958925,
milosz-jandziak,911533,1131905
mateusz-bochnak,387258,881951
dennis-van-der-heijden,350193,831509
stanislaw-czarnoglowski,972718,1186219
tomasz-krezelok,792578,1175826
krzysztof-machowski,949230,1154444
marcin-kozina,589683,998326
tomas-malec,108426,822282
maissa-fall,409643,
gershon-koffie,176986,149078
blazej-szczepanek,529648,1022386
svetoslav-dikov,282879,341221
dawid-salamon,956757,1161412
dawid-wolny,278865,338241
emil-klosek,913974,1186168
vedran-dalic,335430,808432
mikolaj-staniak,932508,
marin-galic,217317,858601
mykyta-peterman,461663,985408
bartosz-checinski,962340,1186154
kacper-smolen,702398,1159400
igor-dziedzic,861705,1189146
jakub-kaczmarek,912506,1159472
alex-tank,848642,1001650
roman-terbalyan,658192,1141602
patryk-krolczyk,210184,254169
kamil-korczak,843447,1186187
patryk-kukulski,862786,1157644
pawel-gierach,401595,991985
arkadiusz-jedrych,208441,198796
bartosz-jaroszek,331021,800163
grzegorz-janiszewski,381566,844968
michal-kolodziejski,85522,196612
danian-pavlas,503007,1021232
arkadiusz-wozniak,144721,946836
marcin-urynowicz,345440,798600
oskar-repka,384823,940867
bartosz-wodnicki,913410,1163721
zbigniew-wojciechowski,527391,998548
krystian-sanocki,273359,792401
dominik-koscielniak,235829,339207
szymon-kiebzak,384478,831326
grzegorz-rogala,296499,
adrian-blad,128804,81430
jakub-karbownik,407099,1017545
patryk-szwedzik,693310,1021829
filip-kozlowski,306637,384108
kacper-pietrzyk,913409,1186200
mateusz-kos,266026,797267
nikodem-sujecki,569546,1089536
artur-kowalczyk,750114,1021242
jakub-hajda,889185,1186173
adam-mesjasz,422582,846481
mariusz-holik,332080,801419
filip-arak,753884,1131676
daniel-bledowski,799323,1125532
szymon-szymanski,451171,875529
adam-olejnik,450638,971461
rafal-brusilo,114321,891706
dawid-niedbala,450636,338001
piotr-nocon,450637,971467
mikolaj-kwietniewski,320704,920532
dominik-bronislawski,345007,943365
krzysztof-napora,266046,844677
krzysztof-ropski,384201,890104
kamil-wojtyra,347061,797277
dawid-wojtyra,905235,1131678
adrian-zabik,911180,1186149
oskar-krawczyk,919076,1134264
tadeusz-grabowski,709782,1160035
