slug,id,sofascore_id
jakub-bartosz,244773,541720
lukasz-splawski,176174,921499
szymon-kobusinski,387046,947226
yevgen-radionov,259064,
lucjan-klisiewicz,643095,1065531
filip-grodecki,786041,1031435
michal-leszczynski,169445,256565
jacek-troshupa,402028,
piotr-skiba,108167,248315
jakub-kanclerz,822905,1083923
ingo-van-weert,272957,344919
hubert-sadowski,364695,
jakub-mosakowski,500042,883539
damian-byrtek,141287,120922
rafal-remisz,201197,256571
jakub-teclaw,502196,991141
filip-szabaciuk,797935,1108363
jurich-carolina,338031,804905
jonatan-straus,260714,188345
jakub-staszak,577900,1030770
mateusz-jonca,867406,1112683
damian-sierant,384522,1022384
janusz-bucholc,153542,71661
jakub-jurczak,725992,
krystian-ogrodowski,529542,941615
maciej-spychala,384523,943368
maciej-serbintowicz,573413,956027
kamil-dajnowski,857316,
koki-hinokio,688708,992987
wojciech-luczak,74682,108982
sam-van-huffel,444065,908849
hubert-szramka,573414,956028
sebastian-jarosz,358868,1031225
grzegorz-lech,121016,72263
jakub-mysiorski,703146,1112686
skender-loshi,466818,1035838
grzegorz-kuswik,52335,71169
nikita-kovalonoks,190531,814459
jakub-brdak,813829,1066779
bartosz-florek,891831,1120385
mateusz-kuchta,244789,318743
kacper-rosa,255109,329455
blazej-sapielak,802047,1048858
tobiasz-weinzettel,382213,891685
mateusz-wypych,387619,921494
piotr-zemlo,235873,256471
milosz-trojak,292130,354792
konrad-kostrzycki,331843,
mateusz-kaminski,70158,45387
jakub-szrek,387032,874635
sebastian-brylka,527643,
kacper-tabis,358874,921474
mateusz-gancarczyk,265995,889956
rafal-niziolek,110845,71061
maciej-wrobel,674758,1031530
jakub-czajkowski,451176,889422
kacper-pudlik,783688,
krzysztof-janus,68998,44798
kacper-kaczka,786843,1032033
konrad-matuszewski,401599,
lukasz-winiarczyk,120907,118697
dawid-kort,266209,996800
konrad-nowak,216474,181489
antoni-klimek,700804,1125394
tomas-mikinic,147459,137728
michal-surzyn,802048,1104950
dawid-czaplinski,331277,
adam-zak,255466,181485
arkadiusz-piech,100485,60325
szymon-skrzypczak,192808,157523
marcel-sluga,585634,1031529
krystian-stepniowski,258233,338167
kacper-chorazka,320897,887692
szymon-frankowski,587602,943364
matko-perdijic,34398,45424
kacper-radkowski,621567,980455
lukas-duriska,192728,150382
mateusz-machala,596471,955981
piotr-polczak,29745,
mateusz-grudzinski,514201,1009280
dawid-gojny,330210,585266
quentin-seedorf,501923,992543
patryk-mociak,882632,1114153
markas-beneta,190483,114450
lukasz-turzyniecki,241855,798370
joao-oliveira,276496,804384
martim-maia,653427,991788
nikolas-korzeniecki,658155,1064631
patryk-wiszniowski,844762,1094040
michal-maslowski,204035,163019
mateusz-szwed,345457,907513
dawid-ryndak,73150,83386
patryk-mularczyk,297223,801502
filip-karbowy,300422,846138
szymon-pawlowski,45848,72294
adrian-troc,900915,1125395
olaf-nowak,385197,941398
kamil-antonik,466369,956616
michal-kieca,511926,883439
wojciech-slomka,452671,881950
marcin-pisarek,879927,1114154
jakub-sangowski,673853,1102511
goncalo-gregorio,404156,842288
patryk-malecki,38283,18837
michal-goral,377532,907505
mateusz-popczyk,800661,1114156
daniel-niznik,385522,956478
kewin-komar,605779,1021223
leonid-otczenaszenko,384157,833813
arkadiusz-najemski,244792,845005
seweryn-michalski,258424,294617
sebastian-zalepa,188554,152441
marcin-sierczynski,266262,801218
mariusz-magiera,34744,44910
piotr-skrobosinski,539094,956808
kajetan-kunka,549668,921477
damian-hilbrycht,451164,979023
mateusz-szymorek,282009,341397
mikolaj-grzelak,239256,255531
bartlomiej-lisowski,597264,1021224
kamil-mizera,659240,1093960
michal-pawlik,240811,255203
waldemar-gancarczyk,265996,571268
marcin-ryszka,390982,889649
maciej-koziara,321552,550254
damian-michalak,452656,971431
szymon-lapinski,529599,940852
patryk-winsztal,491066,889545
dawid-blanik,370555,794277
dawid-flaszka,376603,796951
damian-warnecki,597271,1001185
lukasz-wronski,187975,138606
valerijs-sabala,151533,
przemyslaw-zdybowicz,458539,921228
maciej-mas,588358,
marcin-szeibe,545669,1117738
konrad-matuszewski,457852,921223
kacper-sionkowski,608691,
dawid-pietrzkiewicz,53442,68753
szymon-tokarz,580860,943418
dominik-budzynski,237283,252899
konrad-mrozek,529549,1030767
jakub-lesniak,806866,
tomasz-boczek,330401,800432
michal-piter-bucko,80805,
wiktor-zoladz,788048,1033258
dawid-szufryn,98106,120801
daniel-dziwniel,103848,1069261
milosz-kalahur,398802,843379
maksymilian-dziegiel,593840,1117732
adrian-basta,80936,45382
michal-walski,265893,361644
bartlomiej-kasprzak,261077,309314
wojciech-kaminski,683545,987866
jan-kuzma,748115,1030766
igor-maslanka,900916,1125396
adrian-danek,237317,256719
kamil-palacz,748116,1033257
maciej-malkowski,77716,45032
damir-sovsic,89594,51313
armand-ella,166647,773545
jakub-zych,673770,1120389
artem-dudik,425707,800170
damian-chmiel,80881,60763
rubio,276025,
kamil-ogorzaly,655588,980562
maciej-korzym,20775,45039
rafael-victor,349960,1069262
pawel-mandrysz,316684,541412
konrad-kuzera,806863,
karol-dybowski,440275,844909
pawel-lakota,401369,907509
wojciech-daniel,281221,921771
bartosz-siryk,688273,1021779
oliver-podhorin,382207,798798
michal-kuczalek,281231,
dawid-kubowicz,38282,61108
kamil-slaby,158526,156136
nemanja-markovic,292074,842323
jakub-drozd,843110,1117663
radoslaw-adamski,382596,956617
mateusz-geniec,494958,963159
simon-loshi,425480,1030977
bartlomiej-wasiluk,354394,890921
josip-soljic,47532,53885
mateusz-kantor,140973,
konrad-domon,264907,956618
jakub-kalaska,806152,1093958
kacper-szymkiewicz,806856,
jakub-persak,573295,1021810
jaroslaw-czernysz,697469,1022051
adrian-dziubinski,267463,587226
grzegorz-platek,294257,844915
kamil-radulj,44048,
bartlomiej-kielbasa,751045,1030229
szymon-feret,451967,971451
rafal-mikulec,446898,893463
maksymilian-hebel,384387,886904
dawid-rogalski,520810,891628
karol-twardowski,493828,971452
przemyslaw-brychlik,445664,891525
cezary-demianiuk,272102,907212
sebastian-usarz,881060,1117652
kacper-bieszczad,554944,984867
adam-makuchowski,266909,
bartosz-szafer,820368,1082469
kacper-staszkowian,816670,1117603
oliver-praznovsky,113011,815152
mavroudis-bougaidis,118056,79242
kamil-juraszek,239257,256365
michal-michalec,267255,181029
kacper-pietrzczyk,527370,
jaroslaw-ratajczak,165817,157749
przemyslaw-stolc,286330,791865
michal-ilkow-golab,30540,8806
jaka-kolenc,278823,335981
tomasz-cywka,38558,16869
robert-mandrysz,125909,110955
milosz-jozwiak,726861,1088388
jakub-michalczyk,816671,1082470
marcel-ziemann,300539,801016
mateusz-machaj,80890,41326
adam-antochow,687670,990076
maksymilian-banaszewski,261866,585276
dominik-pila,687671,990074
patryk-bryla,144719,150505
dominik-dziabek,550015,1105178
damian-piotrowski,32600,72289
mikolaj-lebedynski,118428,
damian-kowalczyk,239231,297234
grzegorz-drazik,447353,846700
mikolaj-reclaf,699931,1109924
mariusz-pawelek,29819,18788
kryspin-szczesniak,549312,1022964
mateusz-bondarenko,342660,851241
mateusz-slodowy,129353,72121
michal-rutkowski,478404,934557
michal-bojdys,451157,991672
dawid-witkowski,382943,890107
lukasz-zejdler,178518,137581
szymon-zalewski,374420,1051381
dominik-kulawiak,447356,846713
adam-wolniewicz,255427,338355
lukas-bielak,90903,63326
filip-karmanski,386971,920535
dawid-chochulski,655738,1117554
lukasz-gajda,675378,1030976
konrad-sieracki,527423,991323
michal-mydlarz,374416,957992
jakub-apolinarski,436876,956807
daniel-rumin,409111,891674
marek-mroz,346547,942480
kamil-jadach,447361,821894
patryk-skorecki,119873,791847
daniel-feruga,66723,45440
tomasz-dzida,450734,859254
dominik-szczech,447360,846710
wojciech-laski,694787,943367
farid-ali,405620,800172
daniel-szczepan,447357,846712
kacper-szewczyk,683489,
arkadiusz-krzyzanowski,702391,
piotr-zagorowski,703142,1601552
blazej-kaminski,827788,1513475
dawid-kraczka,830517,
jakub-rachfalik,750892,
kamil-ladyga,847106,
pawel-koncewicz-zylka,612695,1168515
bartosz-kutrzeba,720915,1601535
arkadiusz-ziarko,750890,1513551
jakub-krzyzanowski,888643,1423456
slawomir-chmiel,553250,1047978
patryk-warczak,577596,
karol-salamaj,723601,
jakub-zima,625103,
mariusz-kutwa,717594,1508617
dorian-gadek,826378,1156227
franciszek-stachon,888652,
bartosz-seweryn,717595,1601536
jakub-madej,830363,
tafara-madembo,700651,1513533
mateusz-magdziarz,570467,1156100
feliks-grzybowski,902923,1601537
piotr-cwik,667522,889441
wiktor-szywacz,671102,1148081
michal-glogowski,871201,1500297
karol-tokarczyk,871213,
filip-jania,703140,1047977
kacper-myszoglad,641045,1388656
kacper-chelmecki,702393,1513491
mateusz-stanek,828891,
dominik-sarga,830366,1607769
mieszko-materna,625050,
bartlomiej-maliszewski,699408,1101603
jakub-tomkiel,826494,
mateusz-danielczyk,828884,
blazej-zero,819695,
jedrzej-stypulkowski,826272,
krystian-tymendorf,826495,
damian-fronc,827436,
oscar-mabiala,871196,
dominik-mazur,699407,
john-kalinowski,699410,
gabor-zukowski,700514,1141980
mateusz-latuszek,704974,
krystian-mantur,904101,
szymon-jarosz,699403,
krystian-maciejuk,699412,
kacper-zarejko,699396,
maksymilian-cholewa,902919,
arkadiusz-krysik,811094,
damian-bielinski,699411,
pawel-gryka,804824,
kacper-skok,819693,
kacper-szmidt,826496,
kacper-chmielewski,871195,
wiktor-bryks,904090,
oskar-osipiuk,699395,
michal-moscicki,819694,
piotr-murawski,699409,
korneliusz-krasuski,826270,1513035
dawid-hinz,1237109,
aleks-wlodarczyk,699399,
igor-szczygiel,871226,
patryk-kapica,704975,1390056
mateusz-kowalski,902573,1216053
hubert-karpinski,662226,1388652
lucjan-frydrych,699402,1482749
radoslaw-zysk,699414,
wiktor-marek,876441,
karol-drazdzewski,535519,1387842
oliwier-jeziorski,707639,
wiktor-nowicki,555073,
maksymilian-manikowski,621996,1021794
kacper-wachowiak,407092,1021795
jakub-zloch,631444,1148097
maksymilian-tkocz,555111,1021796
bartosz-tomaszewski,618409,1149228
maksymilian-pingot,728420,1128460
jakub-malec,554316,1145931
adrian-tyminski,631443,1148101
igor-lawrynowicz,554279,1021818
ksawery-kukulka,848932,1155467
jerzy-tomal,617097,1021806
kacper-sommerfeld,631441,1148096
karol-fietz,698956,1148095
michal-marszalkiewicz,698961,1129123
mateusz-wojcik,717902,1210844
jedrzej-strozik,583559,1021805
dawid-zieba,717904,1155508
aleksander-gazda,904155,
damian-koltanski,666599,1021822
patryk-gogol,583558,1021814
maksym-czekala,821358,1145935
jakub-antczak,631442,1173521
antoni-pralat,698959,1388671
filip-karwacki,555066,1148099
oliver-zareba,672211,1021823
filip-welniak,904154,1145940
wojciech-kryger,608235,
adrian-ratajczyk,698958,
mateusz-stochnialek,799644,
hubert-szulc,837346,1387889
patryk-prange,566400,1131232
filip-lobaczewski,699929,
stefan-chmielewski,705317,
bartlomiej-kaldunski,828746,1490723
filip-turcinavicius,828863,1381828
adam-labor,891545,
igor-martuszewski,555055,
wiktor-drzazga,699445,
patryk-nowakowski,699447,1513506
bartosz-brylowski,708427,1126288
oliwier-stenzel,826509,
dominik-majer,699416,
maciej-zagraba,710548,1513574
mariusz-duraj,825584,1479229
jakub-kapuscinski,566351,1568827
mikolaj-pietrzak,699933,
jakub-polinski,902004,
ryszard-suminski,699420,
mikolaj-rakowski,699932,1126289
michal-formella,717598,
jakub-bohdanowicz,904122,
vakaris-skibiniauskas,668429,1124206
mateusz-wiewiorski,826510,
blazej-kaim,847110,
jakub-cieslicki,699444,1426141
radoslaw-tuleja,717597,1469594
amadeusz-mielnik,828747,1549005
cyprian-wlodarczyk,555063,
marek-niewiadomski,699393,1126290
ricardo-goncalves,825585,1504075
michal-sadowski,699417,1524879
mateusz-borcuch,699424,
wiktor-mosur,699440,
mikolaj-mekler,848445,1126291
krystian-okoniewski,618377,1149275
mateusz-sadlo,711650,1627324
mateusz-paradowski,852996,
lukasz-legowski,658112,1146287
aleksander-sobczak,798312,1830900
kajetan-wojtasiak,618399,1146125
maciej-styn,631445,1146235
bartosz-szymaniuk,830360,
wiktor-zurawski,577592,
bartlomiej-smolarczyk,685445,1146079
piotr-delner,698962,1391698
filip-karon,851463,1146114
borys-freilich,555051,1146071
dawid-rezaeian,554971,1144076
maciej-bialczyk,694427,1146237
dawid-fornalik,826804,1146088
igor-mencnarowski,708429,1146110
jakub-stachnik,805358,
jakub-szynkielewski,819902,1146149
maksymilian-walczak,895798,1146234
jakub-lis,658113,1153466
kamil-kort,694423,
vadym-zaleskyi,750302,
wiktor-kapela,805362,1146163
mikolaj-witkowski,871123,1146260
patryk-smykowski,805360,1146269
szymon-cybulski,528456,
krystian-rybicki,555105,
kacper-lukasiak,694428,1127202
olaf-korczakowski,633227,1146273
mateusz-bak,716547,1146251
oliver-albinski,830361,1146272
bartosz-krzysztofek,608034,1146296
kacper-zaborski,694426,1144508
michal-samborski,555069,1141999
fabian-grzelka,694471,1146115
kasper-hamulewicz,830594,1601543
jakub-grzywaczewski,671707,1108605
filip-kramarz,828886,1141979
kacper-podlipni,876439,
jakub-chrupcal,605827,1483039
oskar-wojcik,821350,1173623
wiktor-zarzycki,821353,
krystian-bociek,826789,
mikolaj-kociolek,821278,
kamil-kwiatkowski,697547,
adrian-maslanka,826787,
bartlomiej-kafel,607431,
jakub-wojtysko,821351,
bartlomiej-kolec,904162,1462215
aleksander-ciesielski,821354,
oliwier-hyla,895303,1128117
kacper-nowicki,697548,
jan-mroz,697552,
kacper-grzebieluch,697553,1386429
wiktor-luczyk,848933,1526505
karol-plonka,821355,1186191
marcin-skowronek,676600,
szymon-wolny,694436,
oskar-rejman,699697,
wojciech-milaszewski,708449,
maciej-pawlowski,826252,
filip-golos,826492,1390053
kacper-lukowicz,848936,1515999
dawid-krol,826253,
mateusz-lipiak,828760,1567936
oskar-zaryczanski,828779,1524872
szymon-baranowski,871179,
dawid-chmurzynski,694433,
dominik-rusnak,694441,
kacper-skrobanski,847073,1388657
klaudiusz-milachowski,699699,
filip-mironczuk,819907,
kasjan-lipkowski,819908,1186205
olgierd-bondara,826251,
oliwier-dobek,694437,1604010
kacper-matusiak,819901,
adam-tandecki,819906,1604020
wojciech-zielinski,888665,1390058
marcel-jaszczyk,694453,1594626
jakub-czochor,750305,
krzysztof-babs,555061,
radoslaw-nowicki,694434,1391328
kornel-przyborowski,705310,1386052
mario-zamarripa,819905,
michal-formella,846479,
bartosz-kaminski,607572,
mateusz-trela,819904,1604011
kacper-hebel,819909,1515998
nikodem-parulski,659686,
maciej-pyrek,819900,
borys-karbowiak,819903,
hubert-zuber,871180,1524871
jakub-karys,694480,1138739
mikolaj-drej,694484,
jakub-picheta,704526,
artur-jozwik,708068,
rafal-mamla,727318,1390658
igor-zawierucha,825594,
igor-kosmicki,694481,1395755
maksymilian-kielb,671577,
patryk-dela,700560,1138735
bartosz-markiewicz,705136,1067052
kamil-skiba,826797,1562149
jakub-cukrowski,694479,1000700
patryk-musial,700557,1138743
patryk-szczepanek,830362,
hubert-zwozny,825588,
jan-zgrzebnicki,827472,
bartlomiej-cichon,871224,
adrian-zyla,619495,
marcin-marek,750932,1138697
dawid-grabarczyk,798537,
witold-lubek,825590,
kamil-swiecki,825591,
krystian-wierzchanowski,825593,
lukasz-dziewiecki,826358,1138662
bartlomiej-lasak,826499,
kacper-loch,826500,
wiktor-nasidlowski,848776,
marcel-kudzia,853864,
filip-kaczmarski,871223,
karol-turek,694487,
dawid-kosmider,825586,
jakub-przybyslawski,798535,
milosz-strzebonski,723613,1156142
piotr-wojcik,848765,
jakub-konstantyn,694477,1000702
jakub-skupien,674656,
szymon-majewski,750933,1186243
szymon-plocica,694478,1522991
kacper-sliwa,750927,
bartosz-kralka,823777,
hubert-swiecarz,825587,
maciej-walkowiak,826317,
dominik-kowalik,826360,
kuba-fit,830907,
jakub-bielak,820544,1513501
alexander-steffen,726715,1162296
dawid-radzinski,826805,1405566
szymon-weirauch,727119,1142001
hubert-czerwinski,554320,1405568
kamil-fura,717914,1405591
jakub-rogalski,700811,1513489
kamil-sochan,631448,1405594
szymon-panasiuk,828882,1149262
kamil-sobczak,697887,1381817
szymon-karasinski,820541,1405597
kordian-gadomski,820548,1405573
jakub-kolan,631447,1405589
kacper-cios,826550,1513492
maksymilian-nowak,555065,1471064
adrian-bukowski,577597,1126644
oskar-kozdron,618435,1405577
filip-kocaba,820540,1381816
odyseusz-sygieniewicz,820550,1405581
jakub-loboda,828883,1405569
kacper-zajac,697433,1417428
rafal-dzidek,820543,1417438
dawid-hanc,657209,1388679
pawel-kruszelnicki,820570,1405611
bartosz-zyla,826549,
marcel-gorski,700653,1424225
tomasz-pienko,555062,1126979
patryk-kusztal,554315,1144147
jakub-siga,671568,1016211
kacper-masiak,717915,1149243
mateusz-chmarek,661369,1405576
michal-nagrodzki,820553,
wojciech-szafranek,826551,1405615
jakub-kowynia,610870,1133044
sebastian-krejer,635151,
jan-sobczuk,717908,1521165
maciej-kikolski,807782,1133034
tomasz-zielinski,825726,1513564
jakub-murawski,876438,1210838
antoni-wodzicki,897685,1432182
lukasz-rytelewski,699259,
szymon-bednarz,819330,1133038
kacper-wnorowski,902574,
damian-urban,634126,1385914
kacper-gosciniarek,634796,1395781
jakub-czajkowski,699223,1148093
patryk-romanowski,631440,1507921
yegor-matsenko,699118,1100172
jakub-kwiatkowski,699217,1133043
hubert-derlatka,699260,1133035
marcel-myszka,819329,1186201
jerzy-munik,555571,889982
michal-kochanowski,750306,
patryk-pierzak,578161,1133040
ivan-vidosevic,658696,1484320
ignacy-dawid,700951,1133050
bartosz-slendak,726448,
sebastian-kieras,895290,1133049
dawid-niedzwiedzki,691327,1133039
milosz-pacek,662373,1133056
dawid-barnowski,717662,1148112
kacper-imiolek,699224,1133045
kacper-skwierczynski,826222,1126070
filip-sobiecki,609340,1009286
fryderyk-janaszek,830742,1133053
igor-strzalek,847436,1133054
bartosz-wicenciak,871686,1424749
dawid-kiedrowicz,895313,1133051
dawid-grzelak,702658,1164918
kajetan-staniszewski,676254,
wiktor-kaminski,702690,1126069
jordan-majchrzak,846302,
jakub-szymajda,798159,
wiktor-chwojnicki,848444,
mateusz-tomala,666690,
gabriel-trabka,705821,
maksymilian-cwik,819341,
mateusz-bartusik,827244,1601545
dawid-olszak,830573,1592664
bartosz-beruda,902918,
jakub-kotko,798199,
kacper-paszkowski,819335,
krzysztof-wingralek,694489,1168081
maksymilian-gandziarowski,720987,1510557
jakub-szymanski,798319,1133550
mateusz-fundament,819340,
mateusz-wystop,863101,
kamil-calka,694490,
kamil-lukoszek,566342,1046218
jakub-macedonski,694449,
kosma-zawada,753738,
tomasz-macha,871194,
mateusz-pawlak,694451,
milosz-staszkiewicz,699650,
jan-flak,662227,1148051
wiktor-martuszewski,668352,1395088
daniel-ciesla,819336,
bartosz-baranowicz,554287,956805
adrian-dziedzic,699646,1129039
jakub-kaminski,705834,
marcel-blabus,892060,
jakub-okaj,694450,
wiktor-skala,694455,
dariusz-stalmach,826795,1141977
kamil-moraczewski,828862,
jakub-szczepanik,819337,
jakub-smolen,819338,
pawel-borzecki,827803,
kamil-herman,902913,
dominik-kulon,627139,
nikodem-zielonka,798158,1179165
kacper-zborowski,895289,1526498
patryk-mos,830378,
bartlomiej-korbecki,628649,1129041
marcel-peda,819342,
erwin-kolodziejczyk,694448,
thomas-pranica,622878,
